"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"041313","041313",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","OZARK HEALTH  INC                       ","HIGHWAY 65                              ",,"CLINTON                                 ","AR                                      ","72031-                                  ","VAN BUREN                               ",,,,,,,,,,25,9125,2342,74,3155,,185.199996948242,,374,89,584,,,,,,,
"041314","041314",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","DEWITT HOSPITAL & NURSING HOME  INC     ","HIGHWAY 1 & MADISON                     ","32                                      ","DEWITT                                  ","AR                                      ","72042-                                  ","ARKANSAS                                ",,,,,,,,,,25,9125,1150,38,1517,,153.100006103516,,257,17,391,,,,,,,
"041316","041316",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","SMC MEDICAL CENTER                      ","LEE & GRANDVIEW STREETS                 ",,"OSCEOLA                                 ","AR                                      ","72370                                   ","MISSISSIPPI                             ",,,,,,,,,,25,9125,1751,138,2591,,70.6399993896484,,339,47,589,,,,,,,
"041317","041317",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","DALLAS COUNTY MEDICAL CENTER            ","201 NORTH CLIFTON                       ",,"FORDYCE                                 ","AR                                      ","71742-                                  ","DALLAS                                  ",,,,,,,,,,22,8030,757,73,1094,,86.9199981689453,,205,25,333,,,,,,,
"041318","041318",7/1/2013,"01-JUL-13",12/31/2013,"31-DEC-13","Settled","BOONEVILLE COMMUNITY HOSPITAL           ","880 WEST MAIN                           ",,"BOONEVILLE                              ","AR                                      ","72927-0290                              ","LOGAN                                   ",,,,,,,,,,25,4600,376,17,624,,72.1800003051758,,85,5,166,,,,,,,
"041319","041319",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled w/Audit","DEQUEEN MEDICAL CENTER                  ","1300 HIGHWAY 70 WEST                    ",,"DEQUEEN                                 ","AR                                      ","71832                                   ","SEVIER                                  ",,,,,,,,,,25,9125,2444,93,3173,,112.400001525879,,384,31,556,,,,,,,184
"041320","041320",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","LITTLE RIVER MEMORIAL                   ","5TH & LOCKE STREET                      ","577                                     ","ASHDOWN                                 ","AR                                      ","71822-                                  ","LITTLE RIVER                            ",,,,,,,,,,25,9125,688,21,868,,88.7200012207031,,143,9,222,,,,,,,
"041321","041321",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled w/Audit","BAPTIST HEALTH MED CTR ARKADELPHIA      ","3050 TWIN RIVERS                        ",,"ARKADELPHIA                             ","AR                                      ","71923-                                  ","CLARK                                   ",,,,,,,,,,25,9125,2539,1336,5445,,159.259994506836,,421,358,1215,,,,,,,
"041322","041322",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","FULTON COUNTY HOSPITAL                  ","679 N. MAIN STREET                      ",,"SALEM                                   ","AR                                      ","72576                                   ","FULTON                                  ",,,,,,,,,,25,9125,4032,235,5324,,123.300003051758,,526,82,827,,,,,,,
"041323","041323",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Reopened","ASHLEY COUNTY MEDICAL CENTER            ","1015 UNITY ROAD                         ","400                                     ","CROSSETT                                ","AR                                      ","71635-                                  ","ASHLEY                                  ",,,,,,,,,,25,9125,2617,939,4561,,177.990005493164,,484,482,1235,,,,,,111,
"041324","041324",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ST. VINCENT MORRILTON                   ","#4 HOSPITAL DRIVE                       ",,"MORRILTON                               ","AR                                      ","72110-                                  ","CONWAY                                  ",,,,,,,,,,23,8395,1806,174,2964,,11.75,,383,60,726,,,,,,,
"041326","041326",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Reopened","DELTA MEMORIAL HOSPITAL                 ","811 HWY 65 SOUTH                        ","126                                     ","DUMAS                                   ","AR                                      ","71639                                   ","DESHA                                   ",,,,,,,,,,25,9125,1392,424,3216,,112.459999084473,,287,169,856,,,,,,,
"041327","041327",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Reopened","BRADLEY COUNTY MEDICAL CENTER           ","404 S BRADLEY                           ",,"WARREN                                  ","AR                                      ","71671-                                  ","BRADLEY                                 ",,,,,,,,,,25,9125,2444,748,4142,,150.389999389648,,509,405,1201,,,,,,152,
"041328","041328",4/1/2013,"01-APR-13",3/31/2014,"31-MAR-14","Settled","CHICOT MEMORIAL MEDICAL CENTER          ","CHICOT MEMORIAL MEDICAL CENTER          ","512                                     ","LAKE VILLAGE                            ","AR                                      ","71653                                   ","CHICOT                                  ",,,,,,,,,,25,9125,2547,526,4062,,148.089996337891,,437,198,867,,,,,,,
"041329","041329",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","MERCY HOSPITAL BERRYVILLE               ","214 CARTER STREET                       ",,"BERRYVILLE                              ","AR                                      ","72616-                                  ","CARROLL                                 ",,,,,,,,,,25,9125,1235,218,2562,,132.830001831055,,268,68,648,,,,,,,
"041330","041330",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","PIGGOTT COMMUNITY HOSPITAL              ","1206 HIGHWAY 62                         ",,"PIGGOTT                                 ","AR                                      ","72454                                   ","CLAY                                    ",,,,,,,,,,25,9125,4222,119,4947,,146.199996948242,,457,41,640,,,,,,,
"041331","041331",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","OZARKS COMMUNITY HOSPITAL OF GRAVETT    ","1101 JACKSON STREET  SW                 ",,"GRAVETTE                                ","AR                                      ","72736-                                  ","BENTON                                  ",,,,,,,,,,25,9125,2078,66,3780,,139.410003662109,,250,34,570,,,,,,,
"042000","042000",3/1/2013,"01-MAR-13",2/28/2014,"28-FEB-14","Settled","SSH -LITTLE ROCK                        ","TWO STREET VINCENT CIRCLE 6TH FLOOR     ",,"LITTLE ROCK                             ","AR                                      ","72205                                   ","PULASKI                                 ",,,,,,,,,,43,15695,7314,33,9971,,92.25,,287,1,399,,,,,,,
"042004","042004",10/1/2012,"01-OCT-12",12/31/2012,"31-DEC-12","Settled","ADVANCE CARE HOSPITAL                   ","300 WERNER STREET                       ",,"HOT SPRINGS                             ","AR                                      ","71913-                                  ","GARLAND                                 ",,,,,,,,,,27,2484,660,,1067,,40.2099990844727,,34,,48,,,,,,,
"042004","042004",1/1/2013,"01-JAN-13",8/31/2013,"31-AUG-13","Settled","ADVANCE CARE HOSPITAL                   ","300 WERNER STREET                       ",,"HOT SPRINGS                             ","AR                                      ","71913-                                  ","GARLAND                                 ",,,,,,,,,,27,6561,2475,,2942,,35.4000015258789,,89,,118,,,,,,,
"042004","042004",9/1/2013,"01-SEP-13",8/31/2014,"31-AUG-14","Settled","ADVANCE CARE HOSPITAL                   ","300 WERNER STREET                       ",,"HOT SPRINGS                             ","AR                                      ","71913-                                  ","GARLAND                                 ",,,,,,,,,,27,9855,2829,,4164,,37.2799987792969,,108,,158,,,,,,,
"042006","042006",9/1/2013,"01-SEP-13",8/31/2014,"31-AUG-14","Settled","SSH - FORT SMITH                        ","1001 TOWSON AVE                         ",,"FORT SMITH                              ","AR                                      ","72901                                   ","SEBASTIAN                               ",,,,,,,,,,34,12410,8606,,10952,,81.9000015258789,,339,,432,,,,,,,
"042008","042008",12/1/2012,"01-DEC-12",12/31/2012,"31-DEC-12","Settled","ADVANCE CARE HOSPITAL                   ","7301 ROGERS AVE.  4TH FLOOR             ",,"FORT SMITH                              ","AR                                      ","72917                                   ","SEBASTIAN                               ",,,,,,,,,,25,775,584,,622,,54.7200012207031,,19,,23,,,,,,,
"042008","042008",1/1/2013,"01-JAN-13",8/31/2013,"31-AUG-13","Settled","ADVANCE CARE HOSPITAL                   ","7301 ROGERS AVE.  4TH FLOOR             ",,"FORT SMITH                              ","AR                                      ","72917                                   ","SEBASTIAN                               ",,,,,,,,,,25,6075,3067,,4396,,48.7299995422363,,103,,164,,,,,,,
"042008","042008",9/1/2013,"01-SEP-13",8/31/2014,"31-AUG-14","Settled","ADVANCE CARE HOSPITAL                   ","7301 ROGERS AVE.  4TH FLOOR             ",,"FORT SMITH                              ","AR                                      ","72917                                   ","SEBASTIAN                               ",,,,,,,,,,25,9125,4437,,6698,,50.3899993896484,,163,,246,,,,,,,
"042009","042009",6/1/2013,"01-JUN-13",5/31/2014,"31-MAY-14","Settled","RH OF NORTH WEST ARKANSAS  LLC          ","2710 RIFE MEDICAL LANE  7TH FLOOR       ",,"ROGERS                                  ","AR                                      ","72758-1452                              ","BENTON                                  ",,,,,,,,,,50,18250,6754,,10506,,106.480003356934,,272,,427,,,,,,,
"042010","042010",11/1/2012,"01-NOV-12",10/31/2013,"31-OCT-13","Settled","CORNERSTONE HOSPITAL OF LITTLE ROCK     ","1400 BRADEN STREEET                     ",,"JACKSONVILLE                            ","AR                                      ","72076                                   ","PULASKI                                 ",,,,,,,,,,40,14600,6707,5,7748,,46.3899993896484,,260,1,295,,,,,,,
"042011","042011",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","ADVANCE CARE HOSP OF WHITE CO           ","1200 SOUTH MAIN STREET                  ",,"SEARCY                                  ","AR                                      ","72143-                                  ","WHITE                                   ",,,,,,,,,,27,9855,4108,15,5160,,60.060001373291,,141,2,179,,,,,,,
"042012","042012",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","BAPTIST HEALTH EXTENDED CARE            ","9601 INTERSTATE 630 EXIT 7              ",,"LITTLE ROCK                             ","AR                                      ","72205-7299                              ","PULASKI                                 ",,,,,,,,,,37,13505,5102,31,8361,,82.9400024414062,,180,1,282,,,,,,,
"043026","043026",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","BAPTIST HEALTH REHABILITATION INSTIT    ","9601  INTERSTATE 630 EXIT 7             ",,"LITTLE ROCK                             ","AR                                      ","72205                                   ","PULASKI                                 ",,,,,,,,,20,120,43800,9239,1082,18300,3,232.990005493164,,770,76,1445,,,,,,,
"043028","043028",6/1/2013,"01-JUN-13",5/31/2014,"31-MAY-14","Settled","HEALTHSOUTH REHAB OF FORT SMITH         ","1401 SOUTH J STREET                     ",,"FORT SMITH                              ","AR                                      ","72901                                   ","SEBASTIAN                               ",,,,,,,,,,60,21900,11705,434,14848,,131.149993896484,,1002,49,1300,,,,,,,
"043029","043029",2/1/2013,"01-FEB-13",12/31/2013,"31-DEC-13","Settled","HEALTHSOUTH REHABILITATION HOSPITAL     ","1201 FLEMING AVE                        ",,"JONESBORO                               ","AR                                      ","72401                                   ","CRAIGHEAD                               ",,,,,,,,,,67,22378,14191,500,17181,,162.039993286133,,1180,57,1429,,,,,,,
"043031","043031",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","ST VINCENT REHABILITATION HOSPITAL      ","2201 WILDWOOD AVE                       ",,"SHERWOOD                                ","AR                                      ","72120                                   ","PULASKI                                 ",,,,,,,,,,60,21900,14954,476,18737,,165.419998168945,,1243,41,1546,,,,,,,
"043032","043032",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","HEALTHSOUTH REHABILITATION HOSPITAL     ","153 EAST MONTE PAINTER DRIVE            ",,"FAYETTEVILLE                            ","AR                                      ","72703                                   ","WASHINGTON                              ",,,,,,,,,,60,21900,11806,401,17399,,129.220001220703,,939,53,1349,,,,,,,
"043033","043033",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","CONWAY REGIONAL REHABILITATION HOSPI    ","2210 ROBNINSON AVE                      ",,"CONWAY                                  ","AR                                      ","72034                                   ","FAULKNER                                ",,,,,,,,,,26,9490,3810,57,4943,,31.8899993896484,,323,5,418,,,,,,,
"043034","043034",11/1/2012,"01-NOV-12",10/31/2013,"31-OCT-13","Settled","SOUTHEAST REHAB LLC                     ","2918 LOUIS SESSIONS ST                  ",,"LAKE VILLAGE                            ","AR                                      ","71653-6049                              ","CHICOT                                  ",,,,,,,,,,15,5475,2068,60,2157,,36.8199996948242,,166,7,178,,,,,,,
"043300","043300",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ARKANSAS CHILDRENS HOSPITAL             ","1 CHILDRENS WAY                         ",,"LITTLE ROCK                             ","AR                                      ","72202-                                  ","PULASKI                                 ",,,,,,,,,15514,339,123735,822,20112,78846,170,3802.080078125,,94,3941,9543,,,,,,,
"044004","044004",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","VANTAGE POINT                           ","4253 CROSSOVER ROAD                     ",,"FAYETTEVILLE                            ","AR                                      ","72703                                   ",,,,,,,,,,,50,18250,5331,4552,16377,,337.709991455078,,490,510,1926,,,,,,178,
"044005","044005",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","BRIDGEWAY HOSPITAL                      ","21 BRIDGEWAY ROAD                       ",,"LITTLE ROCK                             ","AR                                      ","72113                                   ","PULASKI                                 ",,,,,,,,,,92,33580,8469,6216,27016,,154.039993286133,,976,916,4149,,,,,,,
"044006","044006",10/1/2012,"01-OCT-12",12/31/2012,"31-DEC-12","Settled","VISTA HEALTH FORT SMITH                 ","7301 ROGERS AVENUE                      ",,"FORT SMITHLE                            ","AR                                      ","72917-                                  ","SEBASTIANN                              ",,,,,,,,,,30,10980,597,477,2482,,181.199996948242,,66,72,372,,,,,,29,29
"044006","044006",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","VISTA HEALTH-FORT SMITH                 ","7301 ROGERS AVENUE                      ",,"FORT SMITH                              ","AR                                      ","72917                                   ","SEBASTIANN                              ",,,,,,,,,,45,16425,2878,1422,12197,,186.660003662109,,296,159,1590,,,,31,,108,
"044007","044007",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","RIVENDELL ARKANSAS                      ","100 RIVENDELL DRIVE                     ",,"BENTON                                  ","AR                                      ","72015                                   ","BENTON                                  ",,,,,,,,,,49,17885,1807,8551,15735,,103.449996948242,,172,1487,2003,,,,,,,
"044011","044011",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ARKANSAS STATE HOSPITAL                 ","305 SOUTH PALM                          ","4096                                    ","LITTLE ROCK                             ","AR                                      ","72205-4096                              ","PULASKI                                 ",,,,,,,,,,230,83950,3942,4610,73912,,595,,123,14,697,,,,,,,
"044017","044017",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","UNITED METHODIST BEHAVIORAL HEALTH      ","1601 MURPHY DRIVE                       ",,"MAUMELLE                                ","AR                                      ","72213                                   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044019","044019",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","SPRINGWOODS BEHAVIORAL                  ","1955 W. TRUCKERS DRIVE                  ",,"FAYETTEVILLE                            ","AR                                      ","72704                                   ","WASHINGTON                              ",,,,,,,,,,52,18980,4738,1897,12719,,86.870002746582,,525,255,1787,,,,,,,
"044020","044020",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Reopened","VISTA HEALTH TEXARKANA                  ","701 ARKASAS BLVD                        ",,"TEXARKANA                               ","AR                                      ","72854                                   ","MILLER                                  ",,,,,,,,,,37,13505,759,1725,4662,,164.979995727539,,75,235,620,,,,85,,96,
"050002","050002",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Reopened","ST ROSE HOSPITAL                        ","27200 CALAROGA AVENUE                   ",,"HAYWARD                                 ","CA                                      ","94545-4383                              ","ALAMEDA                                 ",,,,9808350,,,0.376800000667572,,,195,71175,11916,4947,29267,,652.099975585938,,2101,1093,6153,,,,,,,
"050006","050006",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ST. JOSEPH HOSPITAL - EUREKA            ","2700 DOLBEER                            ",,"EUREKA                                  ","CA                                      ","95501                                   ","HUMBOLDT                                ",,,,2769579,,,0.197400003671646,,,133,48545,14227,2614,29056,,806.02001953125,,2776,508,6099,,,,,,,180
"050007","050007",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","As Submitted","MILLS PENINSULA MEDICAL CENTER          ","1783 EL CAMINO REAL                     ",,"BURLINGAME                              ","CA                                      ","94010-                                  ","SAN MATEO                               ",,,,,,,,,,262,95630,18033,793,50042,,1503.13000488281,,4131,193,12465,,,,,,1624,
"050008","050008",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","CPMC-R.K. DAVIES MEDICAL CENTER         ","CASTRO & DUBOCE STREETS                 ","7999                                    ","SAN FRANCISCO                           ","CA                                      ","94120-                                  ","SAN FRANCISCO                           ",74600,,,1198410,,,0.119999997317791,32049,4252,77,30575,5630,1523,15537,1.5,522.450012207031,,917,3,3163,,,,,,,523
"050009","050009",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Reopened","QUEEN OF THE VALLEY MEDICAL CENTER      ","1000 TRANCAS STREET                     ",,"NAPA                                    ","CA                                      ","94558                                   ","NAPA                                    ",,,,2251474,,,0.144199997186661,,,181,66065,14721,,32248,,983.169982910156,,2839,,6894,617,,,,,,210
"050013","050013",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled w/Audit","ST. HELENA HOSPITAL                     ","650 SANITARIUM ROAD                     ","250                                     ","DEER PARK                               ","CA                                      ","94576                                   ","NAPA                                    ",,,,7819385,,,0.267899990081787,,,151,55115,10072,1118,23053,,826.890014648438,,2438,244,5380,,,,,,,
"050014","050014",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","SUTTER AMADOR HOSPITAL                  ","200 MISSION BLVD                        ",,"JACKSON                                 ","CA                                      ","95642-2198                              ","AMADOR                                  ",,,,332702,282117,77754,0.0781999975442886,,,52,18980,4519,1699,8675,,233.179992675781,,1151,210,2424,,,,,,,
"050017","050017",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","As Submitted","MERCY GENERAL HOSPITAL                  ","4001 J STREET                           ",,"SACRAMENTO                              ","CA                                      ","95819                                   ","SACRAMENTO                              ",1372723,,,6616788,,,0.233600005507469,230339,47455,360,106718,19831,7225,65631,7.84999990463257,1495,,4044,1923,15502,3890,,,,47,,535
"050018","050018",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","PACIFIC ALLIANCE MEDICAL CENTER         ","531 WEST COLLEGE STREET                 ",,"LOS ANGELES                             ","CA                                      ","90012                                   ","LOS ANGELES                             ",,,,5608114,,,0.871500015258789,,,135,49135,4617,11784,32648,,487.410003662109,,960,,9260,,,,,,,
"050022","050022",5/1/2013,"01-MAY-13",4/30/2014,"30-APR-14","Settled","RIVERSIDE COMMUNITY HOSPITAL            ","4445 MAGNOLIA AVENUE                    ",,"RIVERSIDE                               ","CA                                      ","92501                                   ","RIVERSIDE                               ",,,,7016588,,,0.275400012731552,,,373,136145,25843,16528,108279,,1601,,4132,2720,22431,,,,,,,
"050024","050024",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","PARADISE VALLEY HOSPITAL                ","2400 EAST 4TH STREET                    ",,"NATIONAL CITY                           ","CA                                      ","91950                                   ","SAN DIEGO                               ",,,,11061319,,,0.433800011873245,,,269,98185,23307,,56098,,869.950012207031,,3721,,10452,,,,,6,,163
"050025","050025",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Amended","UCSD MEDICAL CENTER                     ","200 W. ARBOR DRIVE                      ",,"SAN DIEGO                               ","CA                                      ","92103                                   ","SAN DIEGO                               ",25669328,,,11936531,,,0.344900012016296,4770031,2323564,510,186094,35960,34196,156405,387.559997558594,5333.85986328125,,6391,4123,26909,4041,,,265,,990,
"050026","050026",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled w/Audit","GROSSMONT HOSPITAL                      ","5555 GROSSMONT CENTER DRIVE             ",,"LA MESA                                 ","CA                                      ","91942-                                  ","SAN DIEGO                               ",,,,22502158,,,0.299199998378754,,,470,171550,32134,21812,110478,,2701,,7494,3430,26909,,,,525,29,1428,259
"050028","050028",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","MAD RIVER COMMUNITY HOSPITAL            ","3800 JANES ROAD                         ",,"ARCATA                                  ","CA                                      ","95521                                   ","HUMBOLDT                                ",,,,227140,,,0.119999997317791,,,78,28470,2940,3850,9406,,393.690002441406,,581,598,2126,,,,,,,
"050030","050030",12/1/2012,"01-DEC-12",11/30/2013,"30-NOV-13","Settled","OROVILLE HOSPITAL                       ","2767 OLIVE HIGHWAY                      ",,"OROVILLE                                ","CA                                      ","95966-                                  ","BUTTE                                   ",,,,8943631,,,0.244299992918968,,,133,48545,19227,10980,38648,,1088.7099609375,,4648,2787,10355,,,,,,,
"050036","050036",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","MEMORIAL HOSPITAL                       ","420 34TH STREET                         ","1888                                    ","BAKERSFIELD                             ","CA                                      ","93303                                   ","KERN                                    ",,,,5922727,,,0.399899989366531,,,426,155490,15906,12404,66349,,1404.71997070312,,3078,2281,14893,5746,,,,,,
"050038","050038",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Amended","SANTA CLARA VALLEY MEDICAL CENTER       ","751 SOUTH BASCOM AVE                    ",,"SAN JOSE                                ","CA                                      ","95128-                                  ","SANTA CLARA                             ",5640508,,,7532432,,,0.52319997549057,2092830,972936,436,159140,13568,25734,96661,176.089996337891,5002.93017578125,,2588,5380,19737,,,,437,105,1065,624
"050039","050039",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ENLOE MEDICAL CENTER                    ","1531 ESPLANADE                          ",,"CHICO                                   ","CA                                      ","95926                                   ","BUTTE                                   ",,,,4925248,,,0.155300006270409,,,258,94170,34863,9364,64697,,2016.81994628906,,7274,,14060,,,,,,,503
"050040","050040",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","LAC OLIVE VIEW/UCLA MEDICAL CENTER      ","14445 OLIVE VIEW DR                     ",,"SYLMARE                                 ","CA                                      ","91342                                   ","LOS ANGELES                             ",1868854,,,1673776,,,0.720000028610229,882601,955860,248,90520,3655,30215,56994,172.100006103516,2482.82006835938,,696,5399,11994,,,,409,,866,
"050042","050042",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ST ELIZABETH  COMMUNITY HOSPTIAL        ","2550 SISTER MARY COLUMBIA DRIVE         ",,"RED BLUFF                               ","CA                                      ","96080                                   ","TEHAMA                                  ",,,,576591,,,0.119999997317791,,,76,27740,4055,2068,9280,,326.890014648438,,1326,938,3041,,,,,,,
"050043","050043",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled w/Audit","SUMMIT MEDICAL CENTER                   ","350 HAWTHORNE AVENUE                    ",,"OAKLAND                                 ","CA                                      ","94609-                                  ","ALAMEDA                                 ",,,,11460472,,,0.226500004529953,,,371,135415,23070,,51058,,1617.06005859375,,4718,2,11180,,,,,,,
"050045","050045",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","EL CENTRO REGIONAL MEDICAL CENTER       ","1415 ROSS AVENUE                        ",,"EL CENTRO                               ","CA                                      ","92243-                                  ","IMPERIAL                                ",,,,3409865,,,0.411300003528595,,,161,58765,9810,5708,24252,,798.090026855469,,1996,1106,5463,,,,,,,
"050046","050046",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","OJAI VALLEY COMMUNITY HOSPITAL          ","1306 MARICOPA HIGHWAY                   ",,"OJAI                                    ","CA                                      ","93023                                   ","VENTURA                                 ",,,,,,,,,,37,13505,1750,32,3065,,153.070007324219,,344,15,784,,,,,,,
"050047","050047",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","As Submitted","CALIFORNIA PACIFIC MEDICAL CENTER       ","BUCHANAN AND CLAY STREETS               ","7999                                    ","SAN FRANCISCO                           ","CA                                      ","94120-                                  ","SAN FRANCISCO                           ",9059195,,,8839087,,,0.148599997162819,2993940,771056,464,170568,26591,,99897,79.3600006103516,2539.330078125,,5237,34,20291,,,,,,697,
"050054","050054",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","SAN GORGONIO MEMORIAL HOSPITAL          ","600 NORTH HIGHLAND SPRINGS AVE          ",,"BANNING                                 ","CA                                      ","92220                                   ","SAN BERNARDINO                          ",,,,344461,,,0.119999997317791,,,71,25915,3761,1369,15618,,430.880004882812,,799,285,3723,,,,,,,
"050055","050055",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","ST. LUKES HOSPITAL                      ","3555 CESAR CHAVEZ STREET                ",,"SAN FRANCISCO                           ","CA                                      ","94110-                                  ","SAN FRANCISCO                           ",83625,,,3765250,,,0.45890000462532,38489,9101,149,43800,5140,3638,16243,1.07000005245209,477.399993896484,,882,10,3397,,,,,,,
"050056","050056",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Reopened","ANTELOPE VALLEY HOSPITAL                ","1600 WEST AVENUE J                      ",,"LANCASTER                               ","CA                                      ","93534                                   ","LOS ANGELES                             ",,,,5733413,,,0.360799998044968,,,399,145675,20912,16090,93630,,2071.63989257812,,3325,2427,20078,5103,,,,,,
"050057","050057",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled w/Audit","KAWEAH DELTA MEDICAL CENTER             ","400 W. MINERAL KING AVE.                ",,"VISALIA                                 ","CA                                      ","93291-6237                              ","TULARE                                  ",1290392,,,8923619,,,0.304500013589859,429993,129981,403,147095,37003,13237,94221,12.3299999237061,2847.419921875,,6343,2017,18628,,,,770,24,1822,538
"050058","050058",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","GLENDALE MEMORIAL HOSPITAL & HLTH CT    ","1420 SOUTH CENTRAL AVE                  ",,"GLENDALE                                ","CA                                      ","91204-                                  ","LOS ANGELES                             ",,,,7718347,,,0.572799980640411,,,241,87965,18735,12340,51469,,828,,3206,2121,9684,,,,,6,,164
"050060","050060",9/1/2013,"01-SEP-13",8/31/2014,"31-AUG-14","As Submitted","COMMUNITY REGIONAL MEDICAL CENTER       ","2823 FRESNO STREET                      ","1232                                    ","FRESNO                                  ","CA                                      ","93721-1324                              ","FRESNO                                  ",10848541,,,13643364,,,0.567099988460541,3546863,979321,662,241702,43382,68463,211314,216.839996337891,4299.240234375,,7002,19290,35999,,,,,204,,621
"050063","050063",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","HOLLYWOOD PRESBYTERIAN MEDICAL CNTR     ","1300 NORTH VERMONT AVENUE               ",,"LOS ANGELES                             ","CA                                      ","90027                                   ","LOS ANGELES                             ",,,,20050705,,,0.751999974250793,,,317,115705,18130,21522,61379,2.57999992370605,950.340026855469,,3133,3527,12879,,,,,3,,403
"050067","050067",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","OAK VALLEY DISTRICT HOSPITAL            ","350 SOUTH OAK STREET                    ",,"OAKDALE                                 ","CA                                      ","95361-                                  ","STANISLAUS                              ",,,,154600,,,0.119999997317791,,,35,12775,1695,61,3591,,246.460006713867,,356,15,869,114,,,,,,
