"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"050017","050017",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","MERCY GENERAL HOSPITAL                  ","4001 J STREET                           ",,"SACRAMENTO                              ","CA                                      ","95919                                   ","SACRAMENTO                              ",1354529,,,12297171,,,0.203700006008148,221984,47554,274,100284,21108,12069,74257,6.82000017166138,2094.40991210938,,4275,2703,16840,,,,,82,,482
"050018","050018",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","PACIFIC ALLIANCE MEDICAL CENTER         ","531 WEST COLLEGE STREET                 ",,"LOS ANGELES                             ","CA                                      ","90012                                   ","LOS ANGELES                             ",,,,8391640,,,0.853299975395203,,,119,43435,6282,11368,27475,,499,,1307,2116,6046,,,,,22,,282
"050022","050022",5/1/2011,"01-MAY-11",4/30/2012,"30-APR-12","Reopened","RIVERSIDE COMMUNITY HOSPITAL            ","4445 MAGNOLIA AVENUE                    ",,"RIVERSIDE                               ","CA                                      ","92501                                   ","RIVERSIDE                               ",,,,13846066,,,0.296099990606308,,,373,136518,27567,20334,107027,,1586.05004882812,,4457,3198,21788,,,,,,,
"050024","050024",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","PARADISE VALLEY HOSPITAL                ","2400 EAST 4TH STREET                    ",,"NATIONAL CITY                           ","CA                                      ","91950                                   ","SAN DIEGO                               ",,,,13664338,,,0.46399998664856,,,230,83950,23803,16821,51479,,888,,3983,2731,10156,,,,,23,,197
"050025","050025",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","As Submitted","UCSD MEDICAL CENTER                     ","J                                       ",,"SAN DIEGO                               ","CA                                      ","92103                                   ","SAN DIEGO                               ",22853458,,,19703350,,,0.282999992370605,5186595,1907804,528,191736,33667,33621,143612,350.109985351562,5423.2099609375,,5971,5045,25008,,,,696,,1793,
"050026","050026",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","GROSSMONT HOSPITAL                      ","5555 GROSSMONT CENTER DRIVE             ",,"LA MESA                                 ","CA                                      ","91942-                                  ","SAN DIEGO                               ",,,,16597929,,,0.24099999666214,,,445,162425,34021,33608,108866,,2561,,7469,4480,26677,,,,261,60,1083,633
"050028","050028",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","MAD RIVER COMMUNITY HOSPITAL            ","3800 JANES ROAD                         ",,"ARCATA                                  ","CA                                      ","95521                                   ","HUMBOLDT                                ",,,,559407,,,0.119999997317791,,,78,28548,3308,2705,8734,,365.970001220703,,613,598,2126,,,,,,,
"050030","050030",12/1/2010,"01-DEC-10",11/30/2011,"30-NOV-11","Reopened","OROVILLE HOSPITAL                       ","2767 OLIVE HIGHWAY                      ",,"OROVILLE                                ","CA                                      ","95965-                                  ","BUTTE                                   ",,,,6492023,,,0.24770000576973,,,133,48545,13897,9011,30941,,186.199996948242,,3406,2588,9126,,,,,,,
"050036","050036",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","MEMORIAL HOSPITAL                       ","420 34TH STREET                         ","1888                                    ","BAKERSFIELD                             ","CA                                      ","93303                                   ","KERN                                    ",,,,13530146,,,0.392800003290176,,,418,152988,17956,12661,74604,,1362.2099609375,,3507,1946,17647,,,,,,,
"050038","050038",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Amended","SANTA CLARA VALLEY MEDICAL CENTER       ","751 SOUTH BASCOM AVE                    ",,"SAN JOSE                                ","CA                                      ","95128-                                  ","SANTA CLARA                             ",5069899,,,14963664,,,0.533900022506714,1984498,1036001,444,162504,11403,36883,94320,176.320007324219,4547.330078125,,2074,7024,19624,,,,561,89,1587,593
"050039","050039",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ENLOE MEDICAL CENTER                    ","1531 ESPLANADE                          ",,"CHICO                                   ","CA                                      ","95926                                   ","BUTTE                                   ",,,,8121072,,,0.120300002396107,,,238,87108,33194,11137,60812,,1862.51000976562,,6788,2640,14466,,,,,52,,539
"050040","050040",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","LAC OLIVE VIEW/UCLA MEDICAL CENTER      ","14445 OLIVE VIEW DR                     ",,"SYLMARE                                 ","CA                                      ","91342                                   ","LOS ANGELES                             ",1597532,,,2745110,,,0.529799997806549,897900,642095,266,97356,3684,32962,59448,166.660003662109,2474.90991210938,,669,6294,15260,,,,228,,677,
"050042","050042",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST ELIZABETH  COMMUNITY HOSPTIAL        ","2550 SISTER MARY COLUMBIA DRIVE         ",,"RED BLUFF                               ","CA                                      ","96080                                   ","TEHAMA                                  ",,,,1253645,,,0.119999997317791,,,76,27816,4016,3060,9411,,348.619995117188,,1220,1425,3012,,,,,,,
"050043","050043",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","SUMMIT MEDICAL CENTER                   ","350 HAWTHORNE AVENUE                    ",,"OAKLAND                                 ","CA                                      ","94609-                                  ","ALAMEDA                                 ",,,,16242072,,,0.259299993515015,,,351,128115,27912,470,64272,,1678.47998046875,,5109,78,13311,,,,,,,
"050045","050045",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","EL CENTRO REG. MED. CTR.                ","1415 ROSS AVE.                          ",,"EL CENTRO.                              ","CA                                      ","92243-                                  ","IMPERIAL                                ",,,,7604310,,,0.385899990797043,,,165,60390,12066,8453,27935,,699.530029296875,,2501,1775,6729,,,,,,,
"050046","050046",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","OJAI VALLEY COMMUNITY HOSPITAL          ","1306 MARICOPA HIGHWAY                   ",,"OJAI                                    ","CA                                      ","93023                                   ","VENTURA                                 ",,,,,,,,,,37,13505,1250,70,2566,,117,,305,22,697,,,,,,,
"050047","050047",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Amended","CALIFORNIA PACIFIC MEDICAL CENTER       ","2333 BUCHANAN STREET                    ","7999                                    ","SAN FRANCISCO                           ","CA                                      ","94115                                   ","SAN FRANCISCO                           ",8865177,,,10417495,,,0.150000005960464,2844609,722021,467,170382,27767,16485,108279,96.629997253418,2772.23999023438,,5238,12,20339,,,,,,595,
"050054","050054",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SAN GORGONIO MEMORIAL                   ","600 NORTH HIGHLAND SPRINGS AVE          ",,"BANNING                                 ","CA                                      ","92220-                                  ","SAN BERNARDINO                          ",,,,757772,,,0.119999997317791,,,61,22326,4400,1368,13734,,328.640014648438,,787,295,3279,,,,,,,
"050055","050055",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","ST. LUKES HOSPITAL                      ","3555 CESAR CHAVEZ STREET                ",,"SAN FRANCISCO                           ","CA                                      ","94110-                                  ","SAN FRANCISCO                           ",56267,,,4374611,,,0.438499987125397,26194,6605,149,54385,5552,237,17323,,514.409973144531,,955,22,3819,,,,,,,
"050056","050056",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","ANTELOPE VALLEY HOSPITAL                ","1600 WEST AVENUE J                      ",,"LANCASTER                               ","CA                                      ","93534                                   ","LOS ANGELES                             ",,,,14924623,,,0.36259999871254,,,399,146034,25738,21153,104310,,2064.80004882812,,4505,3353,23480,,,,,,,
"050057","050057",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","KAWEAH DELTA MEDICAL CENTER             ","400 W. MINERAL KING AVE.                ",,"VISALIA                                 ","CA                                      ","93291-6237                              ","TULARE                                  ",,,,16535218,,,0.266799986362457,,,403,147498,39642,16150,98105,,2776.6201171875,,6313,2270,19090,,,,691,27,1783,481
"050058","050058",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","GLENDALE MEMORIAL HOSPITAL & HLTH CT    ","1420 SOUTH CENTRAL AVE                  ",,"GLENDALE                                ","CA                                      ","91204-                                  ","LOS ANGELES                             ",,,,21794033,,,0.594200015068054,,,241,88206,20700,15494,50906,,1018,,3676,2313,10676,,,,,5,,196
"050060","050060",9/1/2011,"01-SEP-11",8/31/2012,"31-AUG-12","Reopened","COMMUNITY REGIONAL MEDICAL CENTER       ","2823 FRESNO STREET                      ","1232                                    ","FRESNO                                  ","CA                                      ","93721-1324                              ","FRESNO                                  ",10107628,,,33758970,,,0.430500000715256,1458263,1878716,650,237900,42058,43802,196498,203.009994506836,4065.7099609375,,7584,14977,33565,,,,,166,,606
"050063","050063",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","HOLLYWOOD PRESBYTERIAN MEDICAL CNTR     ","1300 NORTH VERMONT AVENUE               ",,"LOS ANGELES                             ","CA                                      ","90027                                   ","LOS ANGELES                             ",,,,23305267,,,0.768999993801117,4027,645,317,115705,18448,28485,68309,2.85999989509583,986.359985351562,,3222,5636,14525,,,,,14,,450
"050067","050067",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","OAK VALLEY DISTRICT HOSPITAL            ","350 SOUTH OAK STREET                    ",,"OAKDALE                                 ","CA                                      ","95361-                                  ","STANISLAUS                              ",,,,322510,,,0.119999997317791,,,35,12810,1534,662,4844,,256.529998779297,,354,163,1545,,,,,,,
"050069","050069",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST. JOSEPH HOSPITAL OF ORANGE           ","1100 WEST STEWART DRIVE                 ","5600                                    ","ORANGE                                  ","CA                                      ","92863-5600                              ","UNITED STATES                           ",,,,6661059,,,0.130199998617172,,,309,113094,19166,7641,77546,,2944.09008789062,,4229,2558,18288,,,,1,,2054,
"050070","050070",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","KFH - SOUTH SAN FRANCISCO               ","1200 EL CAMINO REAL                     ",,"SOUTH SAN FRANCISCO                     ","CA                                      ","94080-                                  ","SAN MATEO                               ",,,,,,,,673,274,120,43800,1456,63,22256,0.140000000596046,1029,,295,10,5955,,,,,,,
"050071","050071",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","KFH - SANTA CLARA                       ","700 LAURENCE EXPRESSWAY                 ",,"SANTA CLARA                             ","CA                                      ","95051-                                  ","SANTA CLARA                             ",13538812,,,,,,,2045762,742489,327,119355,3097,1035,94473,79.9800033569336,1971.56994628906,,595,157,22264,,,,,,,
"050072","050072",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","KFH - WALNUT CREEK                      ","1425 SOUTH MAIN STREET                  ",,"WALNUT CREEK                            ","CA                                      ","94596-                                  ","CONTRA COSTA                            ",1215745,,,,,,,227846,44013,233,84037,1934,590,64940,7.48999977111816,1774.80004882812,,409,60,14669,,,,,,,
"050073","050073",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","KFH - VALLEJO                           ","975 SERRANO DRIVE                       ",,"VALLEJO                                 ","CA                                      ","94589-                                  ","SOLANO                                  ",505824,,,,,,,98985,32582,200,84680,3924,154,41819,4.84000015258789,2215,,742,45,10709,,,,,,,231
"050075","050075",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","KFH - OAKLAND                           ","280 W. MACARTHUR                        ",,"OAKLAND                                 ","CA                                      ","94611                                   ","OAKLAND                                 ",10018040,,,,,,,2155456,871084,391,142715,4294,2086,84022,95.2399978637695,2210,,797,311,18857,,,,,,,
"050076","050076",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","KFH - SAN FRANCISCO                     ","2425 GEARY BOULEVARD                    ",,"SAN FRANCISCO                           ","CA                                      ","94115-                                  ","SAN FRANCISCO                           ",10613956,,,,,,,1838901,534680,236,86140,2176,194,63940,72.2399978637695,1523.42004394531,,412,53,13953,,,,,,,
"050077","050077",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","SCRIPPS MERCY HOSPITAL                  ","4077 FIFTH AVENUE                       ",,"SAN DIEGO                               ","CA                                      ","92103                                   ","SAN DIEGO                               ",8384782,,,23111720,,,0.315499991178513,3365998,721506,525,191625,42389,34773,141370,83.4000015258789,3053,,8036,5988,31823,,,,411,,2032,
"050078","050078",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","PROVIDENCE LTTL CO MARY MC SAN PEDRO    ","1300 W SEVENTH STREET                   ",,"SAN PEDRO                               ","CA                                      ","90732-                                  ","LOS ANGELES                             ",,,,2046989,,,0.153699994087219,,,186,67890,9016,3553,27600,,702.299987792969,,1539,772,6201,,,,37,29,573,321
"050079","050079",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","DOCTORS MEDICAL CENTER                  ","2000 VALE ROAD                          ",,"SAN PABLO                               ","CA                                      ","94806                                   ","CONTRA COSTA                            ",,,,6828738,,,0.250699996948242,,,176,68985,12585,1,27650,,699.909973144531,,2461,1,6077,,,,,,,
"050082","050082",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","ST. JOHNS REGIONAL MEDICAL CENTER       ","1600 NORTH ROSE AVENUE                  ",,"CAMARILLO                               ","CA                                      ","93030                                   ","VENTURA                                 ",,,,10529369,,,0.27360001206398,,,242,88572,19156,12280,55027,,1124,,3775,1678,11803,,,,,7,,383
"050084","050084",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST. JOSEPHS MEDICAL CENTER              ","1800 N. CALIFORNIA STREET               ",,"STOCKTON                                ","CA                                      ","95204                                   ","SAN JOAQUIN                             ",199652,3865,,17738360,139804,,0.282999992370605,58394,15046,338,123708,30215,9460,78991,,2020.18005371094,,5565,1387,15930,,,,,,,
"050089","050089",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","COMMUNITY HOSPITAL OF SAN BERNARDINO    ","1805 MEDICAL CENTER DRIVE               ",,"SAN BERNARDINO                          ","CA                                      ","92411                                   ","SAN BERNARDINO                          ",,,,5729504,,,0.679000020027161,,,200,73200,5541,15024,37807,,915,,1010,2781,8499,,,,1711,,3690,
"050090","050090",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SONOMA VALLEY HEALTH CARE DISTRICT      ","347 ANDRIEUX STREET                     ",,"SONOMA                                  ","CA                                      ","94576                                   ","SONOMA                                  ",,,,657152,,,0.0944000035524368,,,56,20496,2625,601,5566,,250.220001220703,,673,148,1492,,,,,,,
"050091","050091",1/1/2011,"01-JAN-11",5/30/2011,"30-MAY-11","Settled","COMMUNITY AND MISSION HOSPITAL OF H     ","2623 E SLAUSON AVENUE                   ",,"HUNTINGTON PARK                         ","CA                                      ","90255-                                  ","LOS ANGELES                             ",,,,303975,,,0.119999997317791,,,81,12231,1348,775,5140,,282.850006103516,,366,231,1685,,,,,,,
"050091","050091",5/31/2011,"31-MAY-11",12/31/2011,"31-DEC-11","Settled","COMMUNITY AND MISSION HOSPITAL OF H     ","2623 E SLAUSON AVENUE                   ",,"HUNTINGTON PARK                         ","CA                                      ","90255-                                  ","LOS ANGELES                             ",,,,362560,,,0.119999997317791,,,81,17415,1591,939,6271,,264,,469,305,2209,,,,,,,
"050093","050093",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST. AGNES MEDICAL CENTER                ","1303 E. HERNDON AVENUE                  ",,"FRESNO                                  ","CA                                      ","93720                                   ","FRESNO                                  ",,,,20514835,,,0.215100005269051,,,436,159576,50801,10861,106605,,2297.59008789062,,9923,2545,29946,,,,,,,
"050096","050096",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","DRS HOSPITAL OF WEST COVINA             ","725 SOUTH ORANGE AVENUE                 ",,"WEST COVINA                             ","CA                                      ","91790                                   ","LOS ANGELES                             ",17218,,,61715,,,0.101499997079372,45154,57643,27,9855,292,14,648,,76.4000015258789,,72,5,184,,,,,,,
"050099","050099",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","SAN ANTONIO COMMUNITY HOSPITAL          ","999 SAN BERNARDINO ROAD                 ",,"UPLAND                                  ","CA                                      ","91786                                   ","SAN BERNARDINO                          ",,,,2667993,,,0.0777999982237816,,,279,101835,16053,4071,60650,,1632.21997070312,,3345,864,15273,,,,,,,
"050100","050100",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","SHARP MEMORIAL HOSPITAL                 ","7901 FROST STREET                       ",,"SAN DIEGO                               ","CA                                      ","92123-                                  ","SAN DIEGO                               ",,,,11597762,,,0.20610000193119,,,783,285795,27279,30626,155477,,3215,,5085,3777,30291,,,,,49,,458
"050101","050101",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","SUTTER SOLANO MEDICAL CENTER            ","2880 GATEWAY OAKS                       ",,"SACRAMENTO                              ","CA                                      ","95833-                                  ","SACRAMENTO                              ",,,,4823204,,,0.324600011110306,,,102,37230,6294,1126,20183,,446.290008544922,,1326,296,5027,,,,,,,
"050102","050102",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","PARKVIEW COMMUNITY HOSPITAL             ","3865 JACKSON STREET                     ",,"RIVERSIDE                               ","CA                                      ","92503                                   ","RIVERSIDE                               ",,,,5246551,,,0.361200004816055,,,193,70445,9458,11483,40729,,751.909973144531,,1504,2321,9361,,,,,,,
"050103","050103",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","WHITE MEMORIAL MEDICAL CENTER           ","1720 CESAR E. CHAVEZ AVE                ",,"LOS ANGELES                             ","CA                                      ","90033                                   ","LOS ANGELES                             ",4618310,,,21007968,,,0.635200023651123,2098589,478182,310,113150,20651,36319,89875,65.1999969482422,1566.39001464844,,3575,7663,19260,,,,,18,,332
"050104","050104",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ST. FRANCIS MEDICAL CENTER              ","3630 EAST IMPERIAL HIGHWAY              ",,"LYNWOOD                                 ","CA                                      ","90262-                                  ","LOS ANGELES                             ",,,,18051296,,,0.704500019550323,,,339,124074,18025,42991,100547,,1729.19995117188,,2798,5653,19001,,,,,,,
"050107","050107",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","MARIAN MEDICAL CENTER                   ","1400 E. CHURCH STREET                   ",,"SANTA MARIA                             ","CA                                      ","93456                                   ","SANTA BARBARA                           ",,,,9587038,,,0.31700000166893,,,191,90059,13349,5925,40998,,992,27,3016,3210,12848,,,,,,,
"050108","050108",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","SUTTER MEDICAL CENTER - SACRAMENTO      ","2801 L STREET                           ",,"SACRAMENTO                              ","CA                                      ","95816-                                  ","SACRAMENTO                              ",1496411,,,28004454,,,0.322400003671646,386037,84602,654,238710,31064,884,137112,19.3299999237061,2616.72998046875,,6656,1,30364,,,,,,,
"050110","050110",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","LOMPOC VALLEY MEDICAL CENTER            ","1515 EAST OCEAN AVENUE                  ",,"LOMPOC                                  ","CA                                      ","93436-                                  ","SANTA BARBARA                           ",,,,855594,,,0.119999997317791,,,60,21960,4224,481,9802,,379.709991455078,,950,115,2534,,,,,,,
"050111","050111",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","TEMPLE COMMUNITY HOSPITAL               ","235 N. HOOVER ST.                       ",,"LOS ANGELES                             ","CA                                      ","90004-                                  ","LOS ANGELES                             ",,,,4886392,,,0.425300002098083,,,150,54750,9128,3448,13868,,242.899993896484,,1720,783,2675,,,,,,,
"050112","050112",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","SANTA MONICA UCLA MEDICAL CENTER        ","1250  16TH STREET                       ",,"SANTA MONICA                            ","CA                                      ","90404                                   ","LOS ANGELES                             ",6339367,,,6152297,,,0.147699996829033,4218516,675451,266,112406,26179,8540,77447,73.9000015258789,4382,,4400,1734,15600,,,,,,,
"050113","050113",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SAN MATEO MEDICAL CENTER                ","222 WEST 39TH AVENUE                    ",,"SAN MATEO                               ","CA                                      ","94403-                                  ","SAN MATEO                               ",95954,,,266592,,,0.119999997317791,57534,43171,69,25254,1040,810,10958,3.95000004768372,885.159973144531,,245,229,2694,,,,,,719,
"050115","050115",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","PALOMAR MEDICAL CENTER                  ","555 EAST VALLEY PARKWAY                 ",,"ESCONDIDO                               ","CA                                      ","92025-                                  ","SAN DIEGO                               ",81823,,,6016761,,,0.166500002145767,,,283,103578,17521,17907,76466,,1827.92004394531,,3752,2533,20675,,,,,,,410
"050116","050116",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","NORTHRIDGE MEDICAL CENTER - ROSCOE      ","18300 ROSCOE BLVD                       ",,"NORTHRIDGE                              ","CA                                      ","91328                                   ","LOS ANGELES                             ",1208844,,,12220123,,,0.307700008153915,621613,148050,335,98820,22092,12405,66677,15.6800003051758,1785,,4137,3136,15379,,,,93,9,1881,288
"050118","050118",6/1/2011,"01-JUN-11",5/31/2012,"31-MAY-12","Settled","DOCTORS HOSPITAL OF MANTECA             ","1205 E. NORTH ST.                       ",,"MANTECA                                 ","CA                                      ","95336                                   ","SAN JOAQUIN                             ",,,,1543275,,,0.115199998021126,,,73,26718,9146,1417,16681,,307.5,,1788,236,3908,,,,,,,
"050121","050121",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","HANFORD COMMUNITY MEDICAL CENTER        ","115 MALL DRIVE                          ",,"HANFORD                                 ","CA                                      ","93230-                                  ","KINGS                                   ",215611,,,7771107,,,0.247600004076958,,,196,71957,22282,8113,50291,3.48000001907349,1319.60998535156,,4012,1491,11678,,,,,,,
"050122","050122",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","HOSPITAL                                ","525 W. ACACIA                           ",,"STOCKTON                                ","CA                                      ","95023                                   ","SAN JOAQUIN                             ",,,,5358725,,,0.299800008535385,,,202,73730,8860,7835,40688,,1022,,1642,3204,9686,,,,,,,
"050124","050124",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","VERDUGO HILLS HOSPITAL                  ","1812 VERDUGO BOULEVARD                  ",,"GLENDALE                                ","CA                                      ","91208                                   ","LOS ANGELES                             ",,,,488867,,,0.0362000018358231,,,116,42340,8378,845,18969,,499.760009765625,,1649,108,4695,,,,14,,538,
"050125","050125",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","REGIONAL MEDICAL CENTER OF SAN JOSE     ","225 NORTH JACKSON AVENUE                ",,"SAN JOSE                                ","CA                                      ","95116                                   ","SANTA CLARA                             ",,,,22977720,,,0.432900011539459,,,247,90155,27247,6267,56309,,1031.44995117188,,4224,1006,10680,,,,,,,
"050126","050126",11/1/2010,"01-NOV-10",10/31/2011,"31-OCT-11","Settled","VALLEY PRESBYTERIAN HOSPITAL            ","15107 VANOWEN STREET                    ",,"VAN NUYS                                ","CA                                      ","91405                                   ","LOS ANGELES                             ",,,,18869681,,,0.613600015640259,,,333,121545,17277,31037,77188,,1349.02001953125,,3016,8768,16195,,,,,100,,314
"050127","050127",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","WOODLAND HEALTHCARE                     ","1325 COTTONWOOD STREET                  ",,"WOODLAND                                ","CA                                      ","95695                                   ","YOLO                                    ",,,,873207,,,0.119999997317791,,,88,32208,2961,752,11136,,484.970001220703,,710,227,3479,,,,,,914,
"050128","050128",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","TRI-CITY MEDICAL CENTER                 ","4002 VISTA WAY                          ",,"OCEANSIDE                               ","CA                                      ","92056-4506                              ","SAN DIEGO                               ",79713,,,7266913,,,0.195800006389618,27471,9052,308,112728,17892,13822,67970,3,1863.36999511719,,3990,2605,15679,,,,256,19,1135,223
"050129","050129",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ST. BERNARDINE MEDICAL CENTER           ","2101 N. WATERMAN AVE.                   ",,"SAN BERNARDINO                          ","CA                                      ","92404                                   ","SAN BERNARDINO                          ",,,,10335786,,,0.301400005817413,,,342,125172,16487,15921,72902,,1396,,3008,3579,15942,,,,,,,
"050131","050131",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","NOVATO COMMUNITY HOSPITAL               ","180 ROWLAND WAY                         ",,"NOVATO                                  ","CA                                      ","94945-                                  ","MARIN                                   ",,,,,,,,,,47,17155,3448,4,5582,,224.649993896484,,914,1,1612,,,,,,,
"050132","050132",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","SAN GABRIEL VALLEY MEDICAL CENTER       ","438 WEST LAS TUNAS DRIVE                ",,"SAN GABRIEL                             ","CA                                      ","91778-1507                              ","LOS ANGELES                             ",,,,12338712,,,0.548500001430511,,,190,69540,15018,5859,40161,,740,,2420,1225,9137,,,,1,,414,
"050133","050133",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","RIDEOUT MEMORIAL HOSPITAL               ","726 FOURTH STREET                       ",,"MARYSVILLE                              ","CA                                      ","95901-                                  ","YUBA                                    ",,,,3562980,2032211,,0.119999997317791,,,300,109800,27415,15839,57617,,1186.18005371094,,5552,3730,13004,,,,,,,
"050135","050135",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","HOLLYWOOD COMMUNITY HOSPITAL            ","6245 DELONGPRE AVE                      ",,"HOLLYWOOD                               ","CA                                      ","90028                                   ","LOS ANGELES                             ",,,,11224086,,,0.623700022697449,,,159,58035,14753,19205,39432,,335,,2663,3657,6724,,,,,,,
"050136","050136",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","PETALUMA VALLEY HOSPITAL                ","400 N. MCDOWELL BLVD                    ",,"PETALUMA                                ","CA                                      ","94954-                                  ","SONOMA                                  ",,,,1357903,,,0.119999997317791,,,80,29280,4747,1011,10192,,283.739990234375,,1153,257,2792,,,,,,,
"050137","050137",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","KFH - PANORAMA CITY                     ","13652 CANTARA STREET                    ",,"PANORAMA CITY                           ","CA                                      ","91402-                                  ","LOS ANGELES                             ",166766,,,,,,,37325,16983,218,79570,1445,188,45142,2.26999998092651,1276.42004394531,,329,94,12721,,,,,,,
"050138","050138",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","KFH - SUNSET                            ","4867 SUNSET BLVD                        ",,"LOS ANGELES                             ","CA                                      ","90027-                                  ","LOS ANGELES                             ",19564547,,,,,,,1706689,492250,396,144540,3285,1874,121398,197.630004882812,2512,,535,253,24888,,,,,,2092,
"050139","050139",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","KFH - DOWNEY                            ","9400 ROSECRANS AVENUE                   ",,"BELLFLOWER                              ","CA                                      ","90706-                                  ","LOS ANGELES                             ",462579,,,,,,,79862,35368,351,128480,2036,1150,84401,6.82000017166138,3173.01000976562,,484,268,21331,,,,,,,
