"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"070004","070004",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","SHARON HOSPITAL                         ","50 HOSPITAL HILL ROAD                   ",,"SHARON                                  ","CT                                      ","06069                                   ","LITCHFIELD                              ",,,,91501,,,0.0516999997198582,,,66,24090,4105,630,7385,,251.990005493164,,995,150,1891,162,5,,14,,313,
"070005","070005",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","WATERBURY HOSPITAL                      ","64 ROBBINS STREET                       ",,"WATERBURY                               ","CT                                      ","06708                                   ","NEW HAVEN                               ",3767890,,,1176105,,,0.13289999961853,1858696,627741,216,78840,20464,10818,45759,39.3600006103516,1050.33996582031,,4038,2894,10876,,,,405,,770,
"070006","070006",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","THE STAMFORD HOSPITAL                   ","ONE HOSPITAL PLAZA                      ","9317                                    ","STAMFORD                                ","CT                                      ","06904-                                  ","FAIRFIELD                               ",4332213,,,1184477,,,0.109999999403954,1860245,1079812,263,95995,22537,10027,59714,65.0100021362305,2424.5,,3937,2386,13544,,,,79,7,553,400
"070007","070007",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","LAWRENCE & MEMORIAL HOSPITAL            ","365 MONTAUK AVENUE                      ",,"NEW LONDON                              ","CT                                      ","06320-                                  ","NEW LONDON                              ",110272,,,1435574,,,0.124300003051758,42860,27492,200,73000,23171,10254,51991,1,1770.51000976562,,5723,2735,13095,,,,322,32,630,311
"070008","070008",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","JOHNSON MEMORIAL HOSPITAL               ","201 CHESNUT HILL ROAD                   ",,"STAFFORD SPRINGS                        ","CT                                      ","06076                                   ","TOLLAND                                 ",,,,49566,,,0.0254999995231628,,,81,29565,5341,1383,10947,,423.040008544922,,991,384,2419,,,,253,,637,
"070010","070010",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","BRIDGEPORT HOSPITAL                     ","267 GRANT STREET                        ",,"BRIDGEPORT                              ","CT                                      ","06610                                   ","FAIRFIELD                               ",9177390,,,2835329,,,0.202399998903275,3777305,1168462,322,117530,32752,24069,96875,108.550003051758,2137.85009765625,,5086,6358,19144,,,,22,50,328,343
"070011","070011",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","CHARLOTTE HUNGERFORD HOSPITAL           ","540 LITCHFIELD STREET                   ","0988                                    ","TORRINGTON                              ","CT                                      ","06790-0988                              ","LITCHFIELD COUNTY                       ",,,,296255,,,0.0518000014126301,,,91,33215,12652,3111,22708,,724.119995117188,,2651,953,5429,,,,255,,591,
"070012","070012",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","ROCKVILLE GENERAL HOSPITAL  INC.        ","31 UNION STREET                         ",,"VERNON                                  ","CT                                      ","06066-                                  ","TOLLAND                                 ",67781,,,70249,,,0.0278999991714954,73438,21516,102,37230,5109,1289,9765,0.569999992847443,385.309997558594,,1019,266,2112,,,,,,,
"070016","070016",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled w/Audit","ST. MARYS HOSPITAL                      ","56 FRANKLIN STREET                      ",,"WATERBURY                               ","CT                                      ","06706-                                  ","NEW HAVEN                               ",5455044,,,1358175,,,0.145400002598763,1622847,721078,144,52560,19330,6516,42833,47.6699981689453,1364.82995605469,,3856,3283,9692,,,,443,,637,
"070017","070017",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","MIDSTATE MEDICAL CENTER                 ","435 LEWIS AVENUE                        ",,"MERIDEN                                 ","CT                                      ","06451-                                  ","NEW HAVEN                               ",,,,777168,,,0.100000001490116,,,124,45260,15718,7396,35787,,876.119995117188,,3330,739,8168,,,,67,,129,
"070018","070018",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","GREENWICH HOSPITAL                      ","5 PERRYRIDGE ROAD                       ","07-0018                                 ","GREENWICH                               ","CT                                      ","06830                                   ","FAIRFIELD                               ",2635128,,,,,,,735009,579521,184,67160,20476,2818,51643,22.3400001525879,1475.71997070312,,3907,706,13303,207,,,,,,
"070019","070019",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","MILFORD HOSPITAL  INC                   ","300 SEASIDE AVENUE                      ",,"MILFORD                                 ","CT                                      ","06450                                   ","NEW HAVEN                               ",,,,,,,,,,106,38690,5531,1588,12081,,700,,1295,328,3292,,,,,,,
"070020","070020",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","MIDDLESEX HOSPITAL                      ","28 CRESCENT STREET                      ",,"MIDDLETOWN                              ","CT                                      ","06457-                                  ","MIDDLESEX                               ",2031528,,,579549,,,0.0489000007510185,1298416,548289,209,76285,24702,6807,49243,24.2999992370605,1945.06005859375,,5420,1487,11230,,,,355,,835,
"070021","070021",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","WINDHAM COMMUNITY MEMORIAL HOSPITAL     ","112 MANSFIELD AVE                       ",,"WILLIMANTIC                             ","CT                                      ","06226                                   ","WINDHAM                                 ",,,,288939,,,0.101000003516674,,,79,28835,6533,2286,12119,,477.730010986328,,1371,466,2564,,,,,,,
"070022","070022",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","YALE-NEW HAVEN HOSPITAL                 ","20 YORK STREET                          ",,"NEW HAVEN                               ","CT                                      ","06504                                   ","NEW HAVEN                               ",59743340,,,9985888,,,0.170699998736382,14738119,7873225,1266,462090,112711,87931,385136,790.609985351562,10693.5400390625,,19130,22286,69036,,,,,,3372,193
"070024","070024",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","THE WILLIAM W. BACKUS HOSPITAL          ","326 WASHINGTON STREET                   ",,"NORWICH                                 ","CT                                      ","06360                                   ","NEW LONDON                              ",,,,1002797,,,0.101499997079372,,,165,60225,20917,7724,43045,,1424,,4049,2233,10167,323,,,294,,636,
"070025","070025",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","HARTFORD HOSPITAL                       ","80 SEYMOUR STREET                       ",,"HARTFORD                                ","CT                                      ","06102-                                  ","HARTFORD                                ",26190375,,,5084624,,,0.134900003671646,8846097,2518905,662,241630,74915,35763,202369,235.75,5406,,12908,14987,36253,,,,1457,,3251,
"070027","070027",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","MANCHESTER MEMORIAL HOSPITAL            ","71 HAYNES STREET                        ",,"MANCHESTER                              ","CT                                      ","06040-                                  ","HARTFORD                                ",1861707,,,469404,,,0.0903000012040138,808831,364696,132,48180,11341,6282,29546,22.6800003051758,1081.30004882812,,2276,1599,7493,,,,671,,1313,
"070028","070028",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","ST. VINCENTS MEDICAL CENTER             ","2800 MAIN STREET                        ",,"BRIDGEPORT                              ","CT                                      ","06606-4201                              ","FAIRFIELD                               ",4856587,,,1475827,,,0.109700001776218,1914995,634182,265,96725,29873,8063,75222,55.1199989318848,1555.91003417969,,5169,2817,15438,,,,1023,18,2775,232
"070029","070029",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","BRISTOL HOSPITAL  INC                   ","BREWSTER ROAD                           ","977                                     ","BRISTOL                                 ","CT                                      ","06111-0977                              ","HARTFORD                                ",,,,378179,,,0.0861999988555908,,,114,41610,9379,4345,22020,,806.619995117188,7.92000007629395,2301,1829,7079,,,,473,,908,
"070031","070031",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","THE GRIFFIN HOSPITAL                    ","130 DIVISION STREET                     ",,"DERBY                                   ","CT                                      ","06418-                                  ","NEW HAVEN                               ",2485985,,,346067,,,0.0794999971985817,868665,527344,101,36865,10089,5152,25786,29.1499996185303,928.070007324219,,2148,1571,6284,,,,230,,557,
"070033","070033",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Reopened","DANBURY HOSPITAL                        ","24 HOSPITAL AVE                         ",,"DANBURY                                 ","CT                                      ","06810-6099                              ","FAIRFIELD                               ",8749647,,,983664,,,0.0476000010967255,3095386,1657197,381,139065,44866,12390,92419,99.8399963378906,2653.10009765625,,8081,3302,17537,1394,17,,222,25,628,270
"070034","070034",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","NORWALK HOSPITAL                        ","MAPLE ST                                ",,"NORWALK                                 ","CT                                      ","06856-                                  ","FAIRFIELD                               ",4639469,,,871664,,,0.0771000012755394,2996557,1280633,272,99280,25213,8761,53134,61.3300018310547,1640.67004394531,23.7900009155273,4713,1958,11048,,,,185,6,462,85
"070035","070035",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","THE HOSPITAL OF CENTRAL CONNECTICUT     ","100 GRAND STREET                        ",,"NEW BRITAIN                             ","CT                                      ","06050-                                  ","HARTFORD                                ",3526190,,,1471595,,,0.138899996876717,1390438,679319,276,97548,22574,12793,60354,45.5800018310547,1763.55004882812,,4758,,14439,,,,,,791,
"070036","070036",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","JOHN DEMPSEY HOSPITAL                   ","263 FARMINGTON AVENUE                   ",,"FARMINGTON                              ","CT                                      ","06030                                   ","HARTFORD                                ",16602450,,,1133533,,,0.148300006985664,4090182,3476074,147,53802,12843,6076,29081,223.369995117188,1278.41003417969,,2961,2054,8224,,,,281,,837,
"070038","070038",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","THE CONNECTICUT HOSPICE  INC.           ","100 DOUBLE BEACH ROAD                   ",,"BRANFORD                                ","CT                                      ","06405                                   ","NEW HAVEN                               ",,,,1926,,,0.119999997317791,,,8,2920,89,923,2055,,50.2599983215332,,11,48,188,,,,,,,
"070039","070039",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","MASONICARE HEALTH CENTER                ","22 MASONIC AVENUE                       ","70                                      ","WALLINGFORD                             ","CT                                      ","06492                                   ","NEW HAVEN                               ",,,,,,,,,,30,10950,1275,,2820,,27.2399997711182,,305,,546,,,,,,819,
"070040","070040",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","HEBREW HOME & HOSPITAL                  ","ONE ABRAHAMS BLVD                       ",,"WEST HARTFORD                           ","CT                                      ","06117                                   ","HARTFORD                                ",,,,,,,,,,23,8395,970,33,1463,,17.7299995422363,,192,5,263,,,,23,,321,
"072003","072003",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","GAYLORD HOSPITAL                        ","400 GAYLORD FARMS                       ",,"WALLINGFORD                             ","CT                                      ","06492                                   ","NEW HAVEN                               ",,,,,,,,,,137,50005,16511,4736,39874,,589.099975585938,,630,150,1471,,,,,,,
"072004","072004",4/1/2015,"01-APR-15",3/31/2016,"31-MAR-16","Settled","HOSPITAL FOR SPECIAL CARE               ","2150 CORBIN AVENUE                      ",,"NEW BRITAIN                             ","CT                                      ","06053                                   ","HARTFORD                                ",,,,,,,,,,228,83448,7227,58741,73621,,796.119995117188,9.18000030517578,240,202,612,,,,,,,
"072006","072006",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","DEPT. OF VETERANS AFFAIRS HOSP SERV     ","287 WEST STREET                         ","351                                     ","ROCKY HILL                              ","CT                                      ","06067                                   ","HARTFORD COUNTY                         ",,,,,,,,,,125,45750,9,26302,42070,,276,1.91999995708466,2,26,105,,,,,,,
"073025","073025",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","MOUNT SINAI REHABILITATION HOSPTIAL     ","490 BLUE HILLS AVENUE                   ",,"HARTFORD                                ","CT                                      ","06112-                                  ","HARTFORD                                ",,,,,,,,,,60,21900,3975,1654,8839,,171.25,,307,138,706,,,,,,,
"073300","073300",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","CONNECTICUT CHILDRENS MEDICAL CENTER    ","282 WASHINGTON STREET                   ",,"HARTFORD                                ","CT                                      ","06106                                   ","HARTFORD                                ",,,,,,,,,1462,187,68255,205,25017,45010,82.3899993896484,1448,,23,3430,3453,,,,,,,
"074003","074003",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","CONNECTICUT VALLEY HOSPITAL             ","EASTERN DRIVE                           ","351                                     ","MIDDLETOWN                              ","CT                                      ","06457                                   ","MIDDLESEX                               ",,,,,,,,,,626,229116,6024,10340,206612,,1529,,272,29,3531,,,,,,,
"074008","074008",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","NATCHAUG HOSPITAL                       ","189 STORRS ROAD                         ",,"MANSFIELD CENTER                        ","CT                                      ","06250-                                  ","TOLLAND                                 ",,,,,,,,,,57,20805,3320,8185,18705,,431.679992675781,,311,780,2032,,,,,,,
"074011","074011",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","CONNECTICUT MENTAL HEALTH CENTER        ","34 PARK STREET                          ","351                                     ","NEW HAVEN                               ","CT                                      ","06519                                   ","NEW HAVEN                               ",,,,,,,,,,32,11712,538,715,9445,13.5200004577637,235,,11,11,184,,,,,,,
"074012","074012",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","SOUTHWEST CT MENTAL HEALTH SYSTEM       ","1635 CENTRAL AVENUE                     ",,"BRIDGEPORT                              ","CT                                      ","06610                                   ","FAIRFIELD                               ",,,,,,,,,,62,22692,304,217,22007,,528,,10,17,67,,,,,,,
"074014","074014",3/1/2015,"01-MAR-15",2/29/2016,"29-FEB-16","Settled","SILVER HILL HOSPITAL                    ","208 VALLEY ROAD                         ",,"NEW CANAAN                              ","CT                                      ","06840                                   ","FAIRFIELD                               ",,,,,,,,,,39,14876,1656,,12228,,251.419998168945,,161,,1516,,,,,,,
"080001","080001",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","CHRISTIANA CARE HEALTH SYSTEM           ","501 W. 14TH STREET                      ",,"WILMINGTON                              ","DE                                      ","19899                                   ","NEW CASTLE                              ",25045937,,,8330910,,,0.145300000905991,7116632,3056990,1033,377710,116113,70570,270060,264.880004882812,9296.9501953125,,22102,12469,51634,,,,515,69,1057,674
"080003","080003",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","ST. FRANCIS HOSPITAL  WILMINGTON        ","7TH & CLAYTON STREETS                   ",,"WILMINGTON                              ","DE                                      ","19805                                   ","NEW CASTLE                              ",464667,,,730943,,,0.270300000905991,440193,296165,180,56829,7474,976,20043,16.5400009155273,886.140014648438,,1355,338,4901,1803,,,,,,
"080004","080004",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled w/Audit","KENT GENERAL HOSPITAL                   ","640 SOUTH STATE STREET                  ",,"DOVER                                   ","DE                                      ","19901                                   ","KENT                                    ",,,,1964476,,,0.141399994492531,,,281,102846,31580,17104,66432,,2066.75,,5841,2850,12952,,,,,,,
"080006","080006",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","NANTICOKE MEMORIAL HOSPITAL             ","801 MIDDLEFORD ROAD                     ",,"SEAFORD                                 ","DE                                      ","19973                                   ","SUSSEX                                  ",,,,454464,,,0.175799995660782,,,94,34404,10308,6067,18937,,706.380004882812,,2586,1354,5350,,,,,,,
"080007","080007",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled w/Audit","BEEBE MEDICAL CENTER                    ","424 SAVANAH ROAD                        ","226                                     ","LEWES                                   ","DE                                      ","19958-                                  ","SUSSEX                                  ",,,,519994,,,0.0373999997973442,,,193,70638,28508,6651,46366,,1666.71997070312,,5799,1443,10257,168,,,,,,
"080009","080009",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","MILFORD MEMORIAL HOSPITAL               ","CLARKE AVENUE                           ",,"MILFORD                                 ","DE                                      ","19963                                   ","SUSSEX                                  ",,,,425363,,,0.107100002467632,,,124,45384,9911,3723,17777,,732.070007324219,,1893,766,3557,,,,,76,,984
"082000","082000",8/1/2015,"01-AUG-15",7/31/2016,"31-JUL-16","Settled","SSH - WILMINGTON  INC                   ","7TH AND CLAYTON STREETS 5TH FLOOR       ",,"WILMINGTON                              ","DE                                      ","19805                                   ","NEWCASTLE                               ",,,,,,,,,,35,12810,8783,,11736,,108.080001831055,,288,,355,2,,,,,,
"083026","083026",1/13/2015,"13-JAN-15",9/30/2015,"30-SEP-15","Settled","HEALTHSOUTH REHABILITATION HOSPITAL     ","250 EAST HAMPDEN ROAD                   ",,"MIDDLETOWN                              ","DE                                      ","19709                                   ","NEW CASTLE                              ",,,,,,,,,,34,8874,5418,11,7350,,110.139999389648,,423,1,527,27,,,,,,
"083300","083300",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Settled","ALFRED I DUPONT HOSP FOR CHILDREN       ","1600 ROCKLAND ROAD                      ",,"WILMINGTON                              ","DE                                      ","19899                                   ","NEW CASTLE                              ",,,,,,,,,2650,260,94900,166,14714,46824,56.6399993896484,2674.8701171875,,27,2609,9133,,,,,,,
"084001","084001",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","DELAWARE PSYCHIATRIC CENTER             ","1901 N. DUPONT HIGHWAY                  ",,"NEW CASTLE                              ","DE                                      ","19720                                   ","USA                                     ",,,,,,,,,,115,42090,6,,19249,,441,,1,,366,,,,,,,
"084002","084002",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Settled","ROCKFORD                                ","100 ROCKFORD DRIVE                      ",,"NEWARK                                  ","DE                                      ","19713                                   ","NEW CASTLE                              ",,,,,,,,,,118,43070,8029,,45387,,244,,597,,4388,,,,,,,
"084003","084003",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Settled","MEADOW WOOD HOSPITAL                    ","575 SOUTH DUPONT HWY                    ",,"NEW CASTLE                              ","DE                                      ","19720-4606                              ","NEW CASTLE                              ",,,,,,,,,,84,30660,9846,10554,29889,,168.960006713867,,842,1831,4178,,,,,,,
"084004","084004",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Settled","DOVER BEHAVIORAL HEALTH SYSTEM          ","725 HORSEPOND ROAD                      ",,"DOVER                                   ","DE                                      ","19901                                   ","KENT                                    ",,,,,,,,,,80,29200,5032,,28654,,164.300003051758,,394,,3244,,,,,,,
"090001","090001",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Amended","GEORGE WASHINGTON UNIV HOSPITAL         ","900 23RD STREET                         ",,"WASHINGTON                              ","DC                                      ","20037-2377                              ","DC                                      ",16809755,,,2988235,,,0.245399996638298,5789658,1650598,328,116449,27184,14925,97678,282.959991455078,2014.9599609375,,4542,2287,20687,,,,,,956,464
"090003","090003",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","HOWARD UNIVERSITY HOSPITAL              ","2041 GEORGIA AVENUE NW                  ",,"WASHINGTON                              ","DC                                      ","20060                                   ","DC                                      ",5310358,,,2152176,,,0.532999992370605,7337526,3032686,190,69594,11493,14576,40895,400.980010986328,1634.61999511719,,2110,2299,8684,,,,,,,
"090004","090004",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","GEORGETOWN UNIVERSITY HOSPITAL          ","3800 RESERVOIR ROAD  NW                 ",,"WASHINGTON                              ","DC                                      ","20007                                   ","DC                                      ",18620804,,,1964373,,,0.135600000619888,6037773,2232855,381,139446,39254,11627,114927,282.820007324219,3157.65991210938,,4884,981,15775,1688,63,,94,,402,
"090005","090005",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","SIBLEY MEMORIAL HOSPITAL                ","5255 LOUGHBORO ROAD NW                  ",,"WASHINGTON                              ","DC                                      ","20016-2695                              ","DC                                      ",414063,,,,,,,157990,80675,169,61854,15767,953,43460,6,1556.81005859375,,3499,158,9705,112,74,,108,,754,
"090006","090006",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","PROVIDENCE HOSPITAL                     ","1150 VARNUM STREET  NE                  ",,"WASHINGTON                              ","DC                                      ","20017-2104                              ","DC                                      ",3239993,,,2786149,,,0.387100011110306,1653427,688541,215,78690,18827,16647,55112,51.689998626709,1090,3.16000008583069,3354,4300,12595,2656,,,,,,
"090008","090008",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","NOT-FOR-PROFIT HOSPITAL CORPORATION     ","1310 SOUTHERN AVE  SE                   ",,"WASHINGTON                              ","DC                                      ","20032-4623                              ","DC                                      ",,,,1511270,,,0.396899998188019,,,196,71540,12639,9541,35831,,914.549987792969,,1843,1597,6192,1405,31,,98,,364,
"090011","090011",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","WASHINGTON HOSPITAL CENTER              ","110 IRVING STREET  NW                   ",,"WASHINGTON                              ","DC                                      ","20010-                                  ","DC                                      ",32351979,,,7692082,,,0.20270000398159,11032424,4407754,696,254736,91397,37542,220756,321.880004882812,5661.9599609375,,12232,3758,31481,4535,298,,682,,1693,
"092002","092002",12/18/2014,"18-DEC-14",12/31/2015,"31-DEC-15","Settled","SPECIALTY HOSPITAL OF WASHINGTON        ","700 CONSTITUTION AVENUE NE              ",,"WASHINGTON DC                           ","DC                                      ","20002                                   ","DC                                      ",,,,,,,,,,60,22740,9520,3280,16003,,75.6999969482422,,363,53,535,,,,,,,
"092003","092003",12/18/2014,"18-DEC-14",12/31/2015,"31-DEC-15","Settled","SPEC HOSPITAL WASHINGTON HADLEY         ","4601 MARTIN LUTHER KING JR AVE          ",,"WASHINGTON DC                           ","DC                                      ","20032                                   ","DC                                      ",,,,,,,,,,85,32215,11110,3863,17924,,111.099998474121,,413,61,619,,,,,,,
"093025","093025",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","NATIONAL REHABILITATION HOSPITAL        ","102 IRVING STREET NW                    ",,"WASHINGTON                              ","DC                                      ","20010                                   ","DC                                      ",,,,,,,,,11604,137,50142,12633,4927,36540,15.1099996566772,1027.31994628906,,946,227,2144,159,,,,,,
"093300","093300",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Settled","CHILDRENS HOSPITAL                      ","111 MICHIGAN AVE  NW                    ",,"WASHINGTON                              ","DC                                      ","20010                                   ","DC                                      ",,,,,,,,,5779,313,114558,264,18392,94580,279.040008544922,3067.30004882812,,45,1962,14893,6251,,,,,,
"094001","094001",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","ST. ELIZABETHS HOSPITAL                 ","1100 ALABAMA AVE. SOUTHEAST             ","DS                                      ","WASHINGTON                              ","DC                                      ","20032                                   ","DC                                      ",,,,,,,,,45548,102,37230,651,2573,29834,24.0699996948242,146.460006713867,,30,98,142,,,,,,,
"094004","094004",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Settled","PSYCH INSTITUE OF WASHINGTON            ","4228 WISCONSIN AVENUE  NW               ",,"WASHINGTON                              ","DC                                      ","20016                                   ","DC                                      ",,,,,,,,,,124,45260,4464,1704,32740,,237,,490,226,4265,,,,,,,
"100001","100001",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","SHANDS JACKSONVILLE MEDICAL CENTER      ","655 WEST 8TH STREET                     ",,"JACKSONVILLE                            ","FL                                      ","32209-                                  ","DUVAL                                   ",12724760,,,4940262,,,0.391200006008148,4262912,2682475,526,192516,35603,18063,150854,300.350006103516,3688.94995117188,35.4599990844727,5688,2885,29008,,,,,,,
"100002","100002",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","BETHESDA HOSPITAL  INC.                 ","2815 SOUTH SEACREST BLVD                ",,"BOYNTON BEACH                           ","FL                                      ","33435                                   ","PALM BEACH                              ",1212171,,,2097584,,,0.155399993062019,528885,158784,401,146365,32383,9614,91184,16.0200004577637,1924.51000976562,,6404,2650,16212,3720,,,,10,,969
"100006","100006",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","ORLANDO HEALTH                          ","1414 KUHL AVENUE                        ",,"ORLANDO                                 ","FL                                      ","32806                                   ","ORANGE                                  ",5269897,,,6743347,,,0.259400010108948,2414335,1018234,1405,512825,62480,34872,379284,233.759994506836,10336.3798828125,,11157,10777,84467,,,,,,3891,599
"100007","100007",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Amended","FLORIDA HOSPITAL                        ","601 EAST ROLLINS STREET                 ",,"ORLANDO                                 ","FL                                      ","32803                                   ","ORANGE                                  ",6401617,,,10782220,,,0.13629999756813,5051851,1099880,2393,873445,205612,45124,673256,156.020004272461,17719.44921875,,35581,5957,133071,17178,,,205,21,1821,718
"100008","100008",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","BAPTIST HOSPITAL                        ","8900 NORTH KENDALL DRIVE                ",,"MIAMI                                   ","FL                                      ","33176                                   ","MIAMI-DADE                              ",,,,3525889,,,0.234500005841255,,,705,257325,41814,14865,189849,,4277.919921875,,6409,2534,37023,5592,,,,23,,571
"100009","100009",6/1/2015,"01-JUN-15",5/31/2016,"31-MAY-16","As Submitted","UNIVERSITY OF MIAMI HOSPITAL            ","1400 NW 12TH AVENUE                     ",,"MIAMI                                   ","FL                                      ","33136-                                  ","DADE                                    ",5705750,,,4679818,,,0.301899999380112,2626668,495345,476,174216,46111,4178,126021,101.930000305176,2144.580078125,,6356,526,22013,3248,,,,,,
"100012","100012",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","LEE MEMORIAL HOSPITAL                   ","2776 CLEVELAND AVENUE                   ",,"FORT MYERS                              ","FL                                      ","33901-                                  ","LEE                                     ",1430046,,,4466421,,,0.158099994063377,428285,130911,632,230680,65610,26345,193621,14.1099996566772,4510,,13151,2276,40714,6863,,,,57,,1218
"100014","100014",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","BERT FISH MEDICAL CENTER                ","401 PALMETTO STREET                     ",,"NEW SMYRNA BEACH                        ","FL                                      ","32168-                                  ","VOLUSIA                                 ",,,,,,,,,,112,40880,7883,395,18335,,584.72998046875,,1696,106,4255,139,,,,,,
"100017","100017",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","HALIFAX MEDICAL CENTER                  ","HALIFAX MEDICAL CENTER                  ",,"303 N CLYDE MORRIS BLVD                 ","FL                                      ","32114                                   ","VOLUSIA                                 ",1271428,,,1690012,,,0.158299997448921,803645,359901,398,145270,26820,10001,107981,33.6699981689453,3108.77001953125,,4958,3507,20152,,,,,,1694,623
"100018","100018",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","NAPLES COMMUNITY HOSPITAL               ","350 7TH STREET NORTH                    ",,"NAPLES                                  ","FL                                      ","34102                                   ","COLLIER                                 ",,,,1945702,,,0.0693999975919724,,,636,232140,64266,10651,128676,,2399.34008789062,,13598,1726,27440,4038,,,36,18,902,970
"100019","100019",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Settled","HOLMES REGL MEDICAL CENTER              ","1350 SOUTH HICKORY STREET               ",,"MELBOURNE                               ","FL                                      ","32901                                   ","BREVARD                                 ",,,,1682689,,,0.0745000019669533,,,514,187610,52720,9543,140007,,2105.17993164062,,10153,2251,27983,3619,,,,,,
